"Country","Date","Daily.Cases","Daily.Deaths"
"United States","2020-02-25",0,0
"United States","2020-02-26",0,0
"United States","2020-02-27",1,0
"United States","2020-02-28",0,0
"United States","2020-02-29",8,1
"United States","2020-03-01",7,0
"United States","2020-03-02",23,5
"United States","2020-03-03",19,1
"United States","2020-03-04",33,4
"United States","2020-03-05",77,1
"United States","2020-03-06",53,2
"United States","2020-03-07",166,3
"United States","2020-03-08",116,4
"United States","2020-03-09",75,1
"United States","2020-03-10",188,6
"United States","2020-03-11",365,5
"United States","2020-03-12",439,10
"United States","2020-03-13",633,8
"United States","2020-03-14",759,7
"United States","2020-03-15",234,12
"United States","2020-03-16",1467,27
"United States","2020-03-17",1833,37
"United States","2020-03-18",2657,60
"United States","2020-03-19",4494,72
"United States","2020-03-20",6367,106
"United States","2020-03-21",5995,103
"United States","2020-03-22",8873,124
"United States","2020-03-23",11238,191
"United States","2020-03-24",10619,243
"United States","2020-03-25",12082,334
"United States","2020-03-26",17856,418
"United States","2020-03-27",18690,522
"United States","2020-03-28",19630,650
"United States","2020-03-29",18899,616
"United States","2020-03-30",22075,713
"United States","2020-03-31",26314,1085
"United States","2020-04-01",32286,1284
"United States","2020-04-02",32222,1514
"United States","2020-04-03",32307,1429
"United States","2020-04-04",32386,1568
"United States","2020-04-05",29895,1615
"United States","2020-04-06",31390,1772
"United States","2020-04-07",30779,2573
"United States","2020-04-08",31235,2161
"United States","2020-04-09",35942,2211
"United States","2020-04-10",34403,2197
"United States","2020-04-11",29083,2126
"United States","2020-04-12",27256,1873
"United States","2020-04-13",26939,2015
"United States","2020-04-14",28818,2447
"United States","2020-04-15",25408,2607
"United States","2020-04-16",30002,2153
"United States","2020-04-17",33066,2113
"United States","2020-04-18",27907,1972
"United States","2020-04-19",26062,1977
"United States","2020-04-20",29820,2236
"United States","2020-04-21",25926,2505
"United States","2020-04-22",28911,2465
"United States","2020-04-23",33612,2458
"United States","2020-04-24",32327,2188
"United States","2020-04-25",30380,1716
"United States","2020-04-26",26488,1404
"United States","2020-04-27",23715,1520
"United States","2020-04-28",24575,2225
"United States","2020-04-29",26459,2410
"United States","2020-04-30",29205,2188
"United States","2020-05-01",34907,1915
"United States","2020-05-02",27348,1730
"United States","2020-05-03",24321,1197
"United States","2020-05-04",24068,1390
"United States","2020-05-05",24528,2215
"United States","2020-05-06",24569,2309
"United States","2020-05-07",27429,1925
"United States","2020-05-08",26830,1758
"United States","2020-05-09",25176,1463
"United States","2020-05-10",18805,987
"United States","2020-05-11",19298,1044
"United States","2020-05-12",22927,1598
"United States","2020-05-13",20433,1725
"United States","2020-05-14",26817,1782
"United States","2020-05-15",24733,1666
"United States","2020-05-16",24135,1201
"United States","2020-05-17",18388,825
"United States","2020-05-18",22389,1223
"United States","2020-05-19",20979,1460
"United States","2020-05-20",22725,1499
"United States","2020-05-21",25769,1185
"United States","2020-05-22",23649,1222
"United States","2020-05-23",21099,1086
"United States","2020-05-24",20077,640
"United States","2020-05-25",18662,597
"United States","2020-05-26",19663,678
"United States","2020-05-27",18551,1459
"United States","2020-05-28",22320,1092
"United States","2020-05-29",24478,1130
"United States","2020-05-30",23632,954
"United States","2020-05-31",18983,617
"United States","2020-06-01",17414,778
"United States","2020-06-02",21502,980
"United States","2020-06-03",19857,1008
"United States","2020-06-04",21658,1006
"United States","2020-06-05",25403,889
"United States","2020-06-06",21142,642
"United States","2020-06-07",17928,460
"United States","2020-06-08",17616,509
"United States","2020-06-09",18383,907
"United States","2020-06-10",21111,879
"United States","2020-06-11",23166,828
"United States","2020-06-12",24828,829
"United States","2020-06-13",25212,740
"United States","2020-06-14",18941,345
"United States","2020-06-15",19827,396
"United States","2020-06-16",23667,813
"United States","2020-06-17",27072,739
"United States","2020-06-18",28537,688
"United States","2020-06-19",31544,627
"United States","2020-06-20",32280,558
"United States","2020-06-21",25150,320
"United States","2020-06-22",32144,407
"United States","2020-06-23",37072,748
"United States","2020-06-24",35878,737
"United States","2020-06-25",40326,538
"United States","2020-06-26",45999,628
"United States","2020-06-27",41330,506
"United States","2020-06-28",40734,316
"United States","2020-06-29",41299,386
"United States","2020-06-30",46420,555
"United States","2020-07-01",51820,701
"United States","2020-07-02",56636,710
"United States","2020-07-03",51351,670
"United States","2020-07-04",45693,315
"United States","2020-07-05",50747,326
"United States","2020-07-06",43106,377
"United States","2020-07-07",60661,1161
"United States","2020-07-08",60119,822
"United States","2020-07-09",62509,1020
"United States","2020-07-10",68057,816
"United States","2020-07-11",60017,729
"United States","2020-07-12",58424,472
"United States","2020-07-13",58930,448
"United States","2020-07-14",68051,928
"United States","2020-07-15",68090,974
"United States","2020-07-16",75866,955
"United States","2020-07-17",72236,925
"United States","2020-07-18",62536,859
"United States","2020-07-19",60456,485
"United States","2020-07-20",62107,563
"United States","2020-07-21",64461,1085
"United States","2020-07-22",70579,1223
"United States","2020-07-23",68445,1070
"United States","2020-07-24",73319,1106
"United States","2020-07-25",64953,932
"United States","2020-07-26",54816,531
"United States","2020-07-27",56783,1127
"United States","2020-07-28",66412,1332
"United States","2020-07-29",71873,1411
"United States","2020-07-30",67466,1235
"United States","2020-07-31",68712,1237
"United States","2020-08-01",56201,1087
"United States","2020-08-02",45568,437
"United States","2020-08-03",45501,583
"United States","2020-08-04",58774,1282
"United States","2020-08-05",54466,1439
"United States","2020-08-06",59349,1239
"United States","2020-08-07",59303,1241
"United States","2020-08-08",54134,1076
"United States","2020-08-09",45769,523
"United States","2020-08-10",47606,634
"United States","2020-08-11",48003,1025
"United States","2020-08-12",56040,1505
"United States","2020-08-13",51316,1064
"United States","2020-08-14",65336,1337
"United States","2020-08-15",46951,1000
"United States","2020-08-16",39212,616
"United States","2020-08-17",36652,493
"United States","2020-08-18",45033,1226
"United States","2020-08-19",47320,1337
"United States","2020-08-20",44041,1104
"United States","2020-08-21",48843,1088
"United States","2020-08-22",43064,911
"United States","2020-08-23",34247,545
"United States","2020-08-24",36482,475
"United States","2020-08-25",40354,1230
"United States","2020-08-26",45172,1162
"United States","2020-08-27",45393,1115
"United States","2020-08-28",46832,978
"United States","2020-08-29",42754,915
"United States","2020-08-30",34404,441
"United States","2020-08-31",35362,541
"United States","2020-09-01",41846,1029
"United States","2020-09-02",41018,1073
"United States","2020-09-03",44251,1031
"United States","2020-09-04",50382,957
"United States","2020-09-05",43158,762
"United States","2020-09-06",31218,472
"United States","2020-09-07",23613,295
"United States","2020-09-08",27226,455
"United States","2020-09-09",34049,1161
"United States","2020-09-10",36056,919
"United States","2020-09-11",47769,1164
"United States","2020-09-12",41101,711
"United States","2020-09-13",34372,423
"United States","2020-09-14",34423,432
"United States","2020-09-15",39492,1198
"United States","2020-09-16",39030,962
"United States","2020-09-17",45130,858
"United States","2020-09-18",49282,891
"United States","2020-09-19",42202,732
"United States","2020-09-20",38447,266
"United States","2020-09-21",51878,425
"United States","2020-09-22",39866,1029
"United States","2020-09-23",39069,1056
"United States","2020-09-24",47103,900
"United States","2020-09-25",48295,940
"United States","2020-09-26",44673,769
"United States","2020-09-27",37528,315
"United States","2020-09-28",33294,358
"United States","2020-09-29",43338,836
"United States","2020-09-30",39443,958
"United States","2020-10-01",45650,869
"United States","2020-10-02",54950,860
"United States","2020-10-03",48577,682
"United States","2020-10-04",35738,378
"United States","2020-10-05",39376,481
"United States","2020-10-06",45289,686
"United States","2020-10-07",51056,923
"United States","2020-10-08",58599,989
"United States","2020-10-09",56384,969
"United States","2020-10-10",54953,657
"United States","2020-10-11",45981,465
"United States","2020-10-12",41774,397
"United States","2020-10-13",52231,801
"United States","2020-10-14",59778,987
"United States","2020-10-15",64880,842
"United States","2020-10-16",69147,948
"United States","2020-10-17",56759,761
"United States","2020-10-18",49367,487
"United States","2020-10-19",67717,488
"United States","2020-10-20",61956,923
"United States","2020-10-21",63301,1119
"United States","2020-10-22",76310,894
"United States","2020-10-23",81933,965
"United States","2020-10-24",82767,952
"United States","2020-10-25",62204,461
"United States","2020-10-26",67310,533
"United States","2020-10-27",76838,974
"United States","2020-10-28",79426,1034
"United States","2020-10-29",91019,1004
"United States","2020-10-30",99264,1059
"United States","2020-10-31",89754,924
"United States","2020-11-01",104900,499
"United States","2020-11-02",85211,574
"United States","2020-11-03",127198,1575
"United States","2020-11-04",104541,1116
"United States","2020-11-05",129367,1159
"United States","2020-11-06",128033,1231
"United States","2020-11-07",127510,1081
"United States","2020-11-08",115170,573
"United States","2020-11-09",120434,779
"United States","2020-11-10",140504,1419
"United States","2020-11-11",146750,1434
"United States","2020-11-12",164750,1208
"United States","2020-11-13",180398,1202
"United States","2020-11-14",167926,1346
"United States","2020-11-15",136356,778
"United States","2020-11-16",162624,834
"United States","2020-11-17",163958,1719
"United States","2020-11-18",173251,1919
"United States","2020-11-19",191510,2057
"United States","2020-11-20",198333,1956
"United States","2020-11-21",179436,1621
"United States","2020-11-22",146947,1036
"United States","2020-11-23",174089,1099
"United States","2020-11-24",175544,2131
"United States","2020-11-25",183403,2259
"United States","2020-11-26",112526,1388
"United States","2020-11-27",207933,1551
"United States","2020-11-28",155661,1365
"United States","2020-11-29",140328,1039
"United States","2020-11-30",160321,1348
"United States","2020-12-01",188339,2551
"United States","2020-12-02",202894,2815
"United States","2020-12-03",223421,2944
"United States","2020-12-04",232644,2701
"United States","2020-12-05",215811,2358
"United States","2020-12-06",181253,1352
"United States","2020-12-07",194409,1609
"United States","2020-12-08",224452,2623
"United States","2020-12-09",222648,3177
"United States","2020-12-10",231428,2996
"United States","2020-12-11",240089,3410
"United States","2020-12-12",217797,2470
"United States","2020-12-13",187971,1634
"United States","2020-12-14",194314,1653
"United States","2020-12-15",208992,3115
"United States","2020-12-16",246644,3670
"United States","2020-12-17",239900,3500
"United States","2020-12-18",251832,2974
"United States","2020-12-19",192102,2654
"United States","2020-12-20",188015,1722
"United States","2020-12-21",198703,1924
"United States","2020-12-22",198107,3405
"United States","2020-12-23",229624,3432
"United States","2020-12-24",194155,2898
"United States","2020-12-25",97880,1434
"United States","2020-12-26",226416,1892
"United States","2020-12-27",155845,1436
"United States","2020-12-28",174152,2008
"United States","2020-12-29",200408,3634
"United States","2020-12-30",233701,3752
"United States","2020-12-31",235600,3462
"United States","2021-01-01",153916,2155
"United States","2021-01-02",300462,2515
"United States","2021-01-03",208853,1453
"United States","2021-01-04",184005,2093
"United States","2021-01-05",235042,3710
"United States","2021-01-06",255637,3904
"United States","2021-01-07",278337,3993
"United States","2021-01-08",295257,4110
"United States","2021-01-09",260967,3325
"United States","2021-01-10",213415,2003
"United States","2021-01-11",214664,2107
"United States","2021-01-12",226967,4476
"United States","2021-01-13",230301,4013
"United States","2021-01-14",235766,3988
"United States","2021-01-15",242780,3888
"United States","2021-01-16",201858,3423
"United States","2021-01-17",177931,1883
"United States","2021-01-18",143598,1553
"United States","2021-01-19",176216,2723
"United States","2021-01-20",183261,4406
"United States","2021-01-21",193856,4192
"United States","2021-01-22",190760,3846
"United States","2021-01-23",170759,3346
"United States","2021-01-24",131198,1892
"United States","2021-01-25",151677,1976
"United States","2021-01-26",147626,4009
"United States","2021-01-27",153961,3967
"United States","2021-01-28",168804,4007
"United States","2021-01-29",166613,3617
"United States","2021-01-30",142459,2783
"United States","2021-01-31",112152,1858
"United States","2021-02-01",134975,2071
"United States","2021-02-02",115303,3435
"United States","2021-02-03",121691,3907
"United States","2021-02-04",124006,3737
"United States","2021-02-05",134422,3666
"United States","2021-02-06",104176,2670
"United States","2021-02-07",89746,1437
"United States","2021-02-08",90438,1620
"United States","2021-02-09",95265,3073
"United States","2021-02-10",95250,3296
"United States","2021-02-11",105764,3228
"United States","2021-02-12",99670,2910
"United States","2021-02-13",87219,2187
"United States","2021-02-14",65135,1164
"United States","2021-02-15",54279,959
"United States","2021-02-16",62498,1751
"United States","2021-02-17",70139,2409
"United States","2021-02-18",69911,2529
"United States","2021-02-19",79282,2612
"United States","2021-02-20",71696,1823
"United States","2021-02-21",57152,1232
"United States","2021-02-22",56159,1325
"United States","2021-02-23",72270,2282
"United States","2021-02-24",74749,3169
"United States","2021-02-25",77504,2451
"United States","2021-02-26",77349,2067
"United States","2021-02-27",64626,1518
"United States","2021-02-28",51422,1091
"United States","2021-03-01",58098,1521
"United States","2021-03-02",57098,1957
"United States","2021-03-03",67191,2468
"United States","2021-03-04",68060,1941
"United States","2021-03-05",66419,1783
"United States","2021-03-06",58254,1506
"United States","2021-03-07",41073,699
"United States","2021-03-08",44917,738
"United States","2021-03-09",57667,1809
"United States","2021-03-10",57895,1572
"United States","2021-03-11",62471,1553
"United States","2021-03-12",61513,1565
"United States","2021-03-13",53031,1006
"United States","2021-03-14",38278,578
"United States","2021-03-15",56541,757
"United States","2021-03-16",54008,1188
"United States","2021-03-17",59280,1216
"United States","2021-03-18",60375,1660
"United States","2021-03-19",61651,1147
"United States","2021-03-20",55519,737
"United States","2021-03-21",33822,447
"United States","2021-03-22",51436,722
"United States","2021-03-23",53688,877
"United States","2021-03-24",86938,1511
"United States","2021-03-25",67546,1402
"United States","2021-03-26",77377,1151
"United States","2021-03-27",62842,791
"United States","2021-03-28",43223,525
"United States","2021-03-29",69273,710
"United States","2021-03-30",61429,885
"United States","2021-03-31",66765,1077
"United States","2021-04-01",79119,1077
"United States","2021-04-02",69887,952
"United States","2021-04-03",63261,739
"United States","2021-04-04",35133,297
"United States","2021-04-05",77404,518
"United States","2021-04-06",60674,861
"United States","2021-04-07",75021,2593
"United States","2021-04-08",79894,1025
"United States","2021-04-09",82710,896
"United States","2021-04-10",66687,712
"United States","2021-04-11",46509,305
"United States","2021-04-12",70075,479
"United States","2021-04-13",77966,835
"United States","2021-04-14",75403,955
"United States","2021-04-15",74308,905
"United States","2021-04-16",80071,869
"United States","2021-04-17",52532,697
"United States","2021-04-18",42121,337
"United States","2021-04-19",68105,504
"United States","2021-04-20",60949,842
"United States","2021-04-21",62855,860
"United States","2021-04-22",67278,966
"United States","2021-04-23",62411,784
"United States","2021-04-24",53495,748
"United States","2021-04-25",32153,293
"United States","2021-04-26",47568,494
"United States","2021-04-27",50836,654
"United States","2021-04-28",55150,968
"United States","2021-04-29",58251,873
"United States","2021-04-30",57919,753
"United States","2021-05-01",45391,715
"United States","2021-05-02",29403,337
"United States","2021-05-03",50491,504
"United States","2021-05-04",40723,875
"United States","2021-05-05",44704,794
"United States","2021-05-06",47557,799
"United States","2021-05-07",48130,759
"United States","2021-05-08",33675,629
"United States","2021-05-09",21427,249
"United States","2021-05-10",36798,414
"United States","2021-05-11",33662,686
"United States","2021-05-12",35826,768
"United States","2021-05-13",38076,766
"United States","2021-05-14",42260,655
"United States","2021-05-15",28857,496
"United States","2021-05-16",16875,278
"United States","2021-05-17",28621,400
"United States","2021-05-18",27789,770
"United States","2021-05-19",29301,675
"United States","2021-05-20",30206,682
"United States","2021-05-21",27946,615
"United States","2021-05-22",19798,495
"United States","2021-05-23",12868,197
"United States","2021-05-24",25815,446
"United States","2021-05-25",22739,632
"United States","2021-05-26",23976,981
"United States","2021-05-27",27448,1356
"United States","2021-05-28",21859,565
"United States","2021-05-29",12001,331
"United States","2021-05-30",6734,134
"United States","2021-05-31",5775,152
